"","id10","N","dec10","grp10","anio"
"3079","E145",10,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas","",2006
"3080","E149",3,"Diabetes mellitus, no especificada sin mencion de complicacion","",2006
"3081","E162",7,"Hipoglicemia , no especificada","",2006
"3082","E668",3,"Otros tipos de obesidad","",2006
"3083","E755",1,"Otros trastornos del almacenamiento de lipidos","",2006
"3084","E781",1,"Hipergliceridemia pura","",2006
"3085","E840",1,"Fibrosis quistica con manifestaciones pulmonares","",2006
"3086","E849",2,"Fibrosis quistica, sin otra especificacion","",2006
"3087","E875",1,"Hiperpotasemia","",2006
"3088","E876",1,"Hipopotasmia","",2006
"3089","F102",8,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia","",2006
"3090","F103",5,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia","",2006
"3091","F130",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda","",2006
"3092","F133",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: estado de abstinencia","",2006
"3093","F200",1,"Esquizofrenia paranoide","",2006
"3094","F209",1,"Esquizofrenia, no especificada","",2006
"3095","F319",4,"Trastorno afectivo bipolar, no especificado","",2006
"3096","F320",1,"Episodio depresivo leve","",2006
"3097","F329",5,"Episodio depresivo, no especificado","",2006
"3098","F339",2,"Trastorno depresivo recurrente, no especificado","",2006
"3099","F432",1,"Trastornos de adaptacion","",2006
"3100","F439",2,"Reaccion al estres grave, no especificada","",2006
"3101","F509",1,"Trastorno de la ingestion de alimentos, no especificado","",2006
"3102","F522",1,"Falla de la respuesta genital","",2006
"3103","F603",1,"Trastorno de la personalidad emocionalmente inestable","",2006
"3104","F609",1,"Trastorno de la personalidad, no especificado","",2006
"3105","F640",1,"Transexualismo","",2006
"3106","F919",1,"Trastorno de la conducta, no especificado","",2006
"3107","G009",1,"Meningitis bacteriana, no especificada","",2006
"3108","G409",5,"Epilepsia, tipo no especificado","",2006
"3109","G430",1,"Migraña sin aura [migraña comun]","",2006
"3110","G439",4,"Migraña, no especificada","",2006
"3111","G441",1,"Cefalea vascular, ncop","",2006
"3112","G473",2,"Apnea del sueño","",2006
"3113","G479",1,"Trastorno del sueño, no especificado","",2006
"3114","G500",1,"Neuralgia del trigemino","",2006
"3115","G560",1,"Sindrome del tunel carpiano","",2006
"3116","G562",1,"Lesion del nervio cubital","",2006
"3117","G603",1,"Neuropatia progresiva idiopatica","",2006
"3118","G628",1,"Otras polineuropatias especificadas","",2006
"3119","G825",1,"Cuadriplejia, no especificada","",2006
"3120","G839",1,"Sindrome paralitico, no especificado","",2006
"3121","G909",1,"Trastorno del sistema nervioso autonomo, no especificado","",2006
"3122","H001",3,"Calacio [chalazion]","",2006
"3123","H045",1,"Estenosis e insuficiencia de las vias lagrimales","",2006
"3124","H119",1,"Trastorno de la conjuntiva, no especificado","",2006
"3125","H209",1,"Iridociclitis, no especificada","",2006
"3126","H259",1,"Catarata senil, no especificada","",2006
"3127","H268",1,"Otras formas especificadas de catarata","",2006
"3128","H269",25,"Catarata, no especificada","",2006
"3129","H332",3,"Desprendimiento seroso de la retina","",2006
"3130","H335",1,"Otros desprendimiento de la retina","",2006
"3131","H409",5,"Glaucoma, no especificado","",2006
"3132","H441",1,"Otras endoftalmitis","",2006
"3133","H509",1,"Estrabismo, no especificado","",2006
"3134","H650",1,"Otitis media aguda serosa","",2006
"3135","H664",1,"Otitis media supurativa, sin otra especificacion","",2006
"3136","H669",4,"Otitis media, no especificada","",2006
"3137","H741",1,"Enfermedad adhesiva del oido medio","",2006
"3138","H900",1,"Hipoacusia conductiva bilateral","",2006
"3139","I099",1,"Enfermedad reumatica del corazon, no especificada","",2006
"3140","I119",3,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)","",2006
"3141","I159",2,"Hipertension secundaria, no especificada","",2006
"3142","I200",2,"Angina inestable","",2006
"3143","I210",1,"Infarto transmural agudo del miocardio de la pared anterior","",2006
"3144","I219",11,"Infarto agudo del miocardio, sin otra especificacion","",2006
"3145","I251",2,"Enfermedad aterosclerotica del corazon","",2006
"3146","I259",11,"Enfermedad isquemia cronica del corazon, no especificada","",2006
"3147","I269",2,"Embolia pulmonar sin mencion de corazon pulmonar agudo","",2006
"3148","I350",1,"Estenosis (de la valvula) aortica","",2006
"3149","I420",3,"Cardiomiopatia dilatada","",2006
"3150","I442",2,"Bloqueo auriculoventricular completo","",2006
"3151","I469",1,"Paro cardiaco, no especificado","",2006
"3152","I472",1,"Taquicardia ventricular","",2006
"3153","I490",2,"Fibrilacion y aleteo ventricular","",2006
"3154","I499",1,"Arritmia cardiaca, no especificada","",2006
"3155","I500",10,"Insuficiencia cardiaca congestiva","",2006
"3156","I501",1,"Insuficiencia ventricular izquierda","",2006
"3157","I509",12,"Insuficiencia cardiaca, no especificada","",2006
"3158","I519",3,"Enfermedad cardiaca, no especificada","",2006
"3159","I609",1,"Hemorragia subaracnoidea, no especificada","",2006
"3160","I619",2,"Hemorragia intraencefalica, no especificada","",2006
"3161","I620",3,"Hemorragia subdural (aguda) (no traumatica)","",2006
"3162","I639",4,"Infarto cerebral, no especificado","",2006
"3163","I671",1,"Aneurisma cerebral, sin ruptura","",2006
"3164","I678",15,"Otras enfermedades cerebrovasculares especificadas","",2006
"3165","I702",1,"Aterosclerosis de las arterias de los miembros","",2006
"3166","I710",1,"Diseccion de aorta (cualquier parte)","",2006
"3167","I729",1,"Aneurisma de sitio no especificado","",2006
"3168","I730",1,"Sindrome de raynaud","",2006
"3169","I739",1,"Enfermedad vascular periferica, no especificada","",2006
"3170","I743",1,"Embolia y trombosis de arterias de los miembros inferiores","",2006
"3171","I770",1,"Fistula arteriovenosa, adquirida","",2006
"3172","I771",1,"Estrechez arterial","",2006
"3173","I802",1,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores","",2006
"3174","I809",2,"Flebitis y tromboflebitis de sitio no especificado","",2006
"3175","I822",1,"Embolia y trombosis de vena cava","",2006
"3176","I829",6,"Embolia y trombosis de vena no especificada","",2006
"3177","I830",12,"Venas varicosas de los miembros inferiores con ulcera","",2006
"3178","I831",1,"Venas varicosas de los miembros inferiores con inflamacion","",2006
"3179","I832",9,"Venas varicosas de los miembros inferiores con ulcera e inflamacion","",2006
"3180","I839",16,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion","",2006
"3181","I849",2,"Hemorroides no especificadas, sin complicacion","",2006
"3182","I850",1,"Varices esofagicas con hemorragia","",2006
"3183","I861",2,"Varices escrotales","",2006
"3184","I871",1,"Compresion de vena","",2006
"3185","I889",2,"Linfadenitis inespecifica no especificada","",2006
"3186","J010",1,"Sinusitis maxilar aguda","",2006
"3187","J019",1,"Sinusitis aguda, no especificada","",2006
"3188","J029",1,"Faringitis aguda, no especificada","",2006
"3189","J039",1,"Amigdalitis aguda, no especificada","",2006
"3190","J050",1,"Laringitis obstructiva, aguda [crup]","",2006
"3191","J069",4,"Infeccion aguda de las vias respiratorias superiores, no especificada","",2006
"3192","J118",1,"Influenza con otras manifestaciones, virus no identificado","",2006
"3193","J121",1,"Neumonia debida a virus sincitial respiratorio","",2006
"3194","J129",2,"Neumonia viral, no especificada","",2006
"3195","J180",4,"Bronconeumonia, no especificada","",2006
"3196","J181",6,"Neumonia lobar, no especificada","",2006
"3197","J189",84,"Neumonia, no especificada","",2006
"3198","J200",1,"Bronquitis aguda debida a mycoplasma pneumoniae","",2006
"3199","J208",1,"Bronquitis aguda debida a otros microorganismos especificados","",2006
"3200","J209",16,"Bronquitis aguda, no especificada","",2006
"3201","J210",1,"Bronquiolitis aguda debida a virus sincitial respiratorio","",2006
"3202","J342",10,"Desviacion del tabique nasal","",2006
"3203","J350",6,"Amigdalitis cronica","",2006
"3204","J352",2,"Hipertrofia de las adenoides","",2006
"3205","J353",4,"Hipertrofia de las amigdalas con hipertrofia de las adenoides","",2006
"3206","J358",8,"Otras enfermedades cronicas de las amigdalas y de las adenoides","",2006
"3207","J381",2,"Polipo de las cuerdas vocales y de la laringe","",2006
"3208","J391",1,"Otros abscesos de la faringe","",2006
"3209","J440",1,"Enfermedad pulmonar obstructiva cronica con infeccion aguda de las vias respiratorias inferiores","",2006
"3210","J448",3,"Otras enfermedades pulmonares obstructivas cronicas especificadas","",2006
"3211","J449",7,"Enfermedad pulmonar obstructiva cronica, no especificada","",2006
"3212","J459",4,"Asma, no especificada","",2006
"3213","J678",1,"Neumonitis debida a hipersensibilidad a otros polvos organicos","",2006
"3214","J690",1,"Neumonitis debida a aspiracion de alimento o vomito","",2006
"3215","J841",1,"Otras enfermedades pulmonares intersticiales con fibrosis","",2006
"3216","J852",1,"Absceso del pulmon sin neumonia","",2006
"3217","J931",1,"Otros tipos de neumotorax espontaneo","",2006
"3218","J939",1,"Neumotorax, no especificado","",2006
"3219","J960",1,"Insuficiencia respiratoria aguda","",2006
"3220","J969",3,"Insuficiencia respiratoria, no especificada","",2006
"3221","J984",3,"Otros trastornos del pulmon","",2006
"3222","K047",5,"Absceso periapical sin fistula","",2006
"3223","K070",1,"Anomalias evidentes del tamaño de los maxilares","",2006
"3224","K102",1,"Afecciones inflamatorias de los maxilares","",2006
"3225","K115",1,"Sialolitiasis","",2006
"3226","K122",1,"Celulitis y absceso de boca","",2006
"3227","K137",1,"Otras lesiones y las no especificadas de la mucosa bucal","",2006
"3228","K210",1,"Enfermedad del reflujo gastroesofagico con esofagitis","",2006
"3229","K219",1,"Enfermedad del reflujo gastroesofagico sin esofagitis","",2006
"3230","K254",1,"Ulcera gastrica cronica o no especificada, con hemorragia","",2006
"3231","K259",2,"Ulcera gastrica no especificada como aguda ni cronica, sin hemorragia ni perforacion","",2006
"3232","K290",3,"Gastritis aguda hemorragica","",2006
"3233","K291",4,"Otras gastritis agudas","",2006
"3234","K294",1,"Gastritis cronica atrofica","",2006
"3235","K350",5,"Apendicitis aguda con peritonitis generalizada","",2006
"3236","K351",2,"Apendicitis aguda con absceso peritoneal","",2006
"3237","K359",40,"Apendicitis aguda, no especificada","",2006
"3238","K389",2,"Enfermedad del apendice, no especificada","",2006
"3239","K400",1,"Hernia inguinal bilateral con obstruccion, sin gangrena","",2006
"3240","K402",1,"Hernia inguinal bilateral, sin obstruccion ni gangrena","",2006
"3241","K409",25,"Hernia inguinal unilateral o no especificada, sin obstrucion ni gangrena","",2006
"3242","K420",1,"Hernia umbilical con obstruccion, sin gangrena","",2006
"3243","K429",3,"Hernia umbilical sin obstruccion ni gangrena","",2006
"3244","K430",1,"Hernia ventral con obstruccion, sin gangrena","",2006
"3245","K439",3,"Hernia ventral sin obstruccion ni gangrena","",2006
"3246","K449",1,"Hernia diafragmatica sin obstruccion ni gangrena","",2006
"3247","K550",1,"Trastorno vascular agudo de los intestinos","",2006
"3248","K566",4,"Otras obstrucciones intestinales y las no especificadas","",2006
"3249","K579",2,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso","",2006
"3250","K591",1,"Diarrea funcional","",2006
"3251","K599",1,"Trastorno funcional intestinal, no especificado","",2006
"3252","K602",1,"Fisura anal, no especificada","",2006
"3253","K603",1,"Fisura anal","",2006
"3254","K610",3,"Absceso anal","",2006
"3255","K611",1,"Absceso rectal","",2006
"3256","K625",1,"Hemorragia del ano y del recto","",2006
"3257","K628",4,"Otras enfermedades especificadas del ano y del recto","",2006
"3258","K632",1,"Fistula del intestino","",2006
"3259","K650",1,"Peritonitis aguda","",2006
"3260","K659",2,"Peritonitis, no especificada","",2006
"3261","K703",2,"Cirrosis hepatica alcoholica","",2006
"3262","K709",1,"Enfermedad hepatica alcoholica, no especificada","",2006
"3263","K719",1,"Enfermedad toxica del higado, no especificada","",2006
"3264","K720",1,"Insuficiencia hepatica aguda o subaguda","",2006
"3265","K721",4,"Insuficiencia hepatica cronica","",2006
"3266","K729",2,"Insuficiencia hepatica, no especificada","",2006
"3267","K746",5,"Otras cirrosis del higado y la no especificadas","",2006
"3268","K769",4,"Enfermedad del higado, no especificada","",2006
"3269","K800",4,"Calculo de la vesicula biliar con colecistitis aguda","",2006
"3270","K801",4,"Calculo de la vesicula biliar con otra colecistitis","",2006
"3271","K802",26,"Calculo de la vesicula biliar sin colecistitis","",2006
"3272","K805",3,"Calculo de conducto biliar sin colangitis ni colecistitis","",2006
"3273","K810",3,"Colecistitis aguda","",2006
"3274","K811",1,"Colecistitis cronica","",2006
"3275","K831",3,"Obstruccion del conducto biliar","",2006
"3276","K838",1,"Otras enfermedades especializadas de las vias biliares","",2006
"3277","K863",1,"Seudoquiste del pancreas","",2006
"3278","K920",14,"Hematemesis","",2006
"3279","K922",1,"Hemorragia gastrointestinal, no especificada","",2006
"3280","L010",2,"Impetigo [cualquier sitio anatomico] [cualquier organismo]","",2006
"3281","L020",2,"Absceso cutaneo, furunculo y antrax de la cara","",2006
"3282","L022",2,"Absceso cutaneo, furunculo y antrax del tronco","",2006
"3283","L024",5,"Absceso cutaneo, furunculo y antrax de miembro","",2006
"3284","L029",2,"Absceso cutaneo, furunculo y antrax de sitio no especificado","",2006
"3285","L030",1,"Celulitis de los dedos de la mano y del pie","",2006
"3286","L031",29,"Celulitis de otras partes de los miembros","",2006
"3287","L032",8,"Celulitis de la cara","",2006
"3288","L033",1,"Celulitis del tronco","",2006
"3289","L039",1,"Celulitis de sitio no especificado","",2006
"3290","L059",3,"Quiste pilonidal sin absceso","",2006
"3291","L081",1,"Eritrasma","",2006
"3292","L088",3,"Otras infecciones locales especificadas de la piel y del tejido subcutaneo","",2006
"3293","L089",4,"Infeccion local de la piel y del tejido subcutaneo, no especificada","",2006
"3294","L271",1,"Erupcion cutanea localizada debida a drogas y medicamentos","",2006
"3295","L282",1,"Otros prurigos","",2006
"3296","L600",1,"Uña encarnada","",2006
"3297","L910",1,"Cicatriz queloide","",2006
"3298","L984",1,"Ulcera cronica de la piel, no clasificada en otra parte","",2006
"3299","M069",3,"Artritis reumatoide, no especificada","",2006
"3300","M089",1,"Artritis juvenil, no especificada","",2006
