"","id10","COMUNA","dec10","N2001","N2002","N2003","N2004","N2005","N2006","N2007","N2008","N2009","N2010","N2011","N2012","N2013","N2014","N2015","N2016","N2017"
"7219","H809",13201,"Otosclerosis, no especificada",4,1,1,2,2,2,5,1,3,5,1,6,8,7,8,8,7
"7220","H811",13114,"Vertigo paroxistico benigno",1,2,3,5,4,7,6,3,2,3,7,11,9,10,3,6,6
"7221","H811",5101,"Vertigo paroxistico benigno",2,4,1,3,1,2,4,3,3,1,2,5,1,2,4,2,4
"7222","H811",5109,"Vertigo paroxistico benigno",5,4,4,5,2,4,3,4,2,2,2,1,2,2,3,2,2
"7223","H811",8110,"Vertigo paroxistico benigno",4,3,4,9,13,11,6,6,4,1,2,1,3,3,1,6,5
"7224","H812",13114,"Neuronitis vestibular",5,6,8,5,5,6,8,6,10,8,5,4,7,4,8,3,4
"7225","H812",13132,"Neuronitis vestibular",4,3,3,1,2,4,1,3,3,2,2,3,6,1,1,2,2
"7226","H813",12101,"Otros vertigos perifericos",1,6,2,5,5,1,2,3,4,3,1,1,1,7,8,6,4
"7227","H813",13105,"Otros vertigos perifericos",6,1,2,1,1,1,1,1,1,5,4,5,1,4,2,3,2
"7228","H813",13110,"Otros vertigos perifericos",2,2,7,5,5,2,2,4,8,5,5,7,8,7,14,6,5
"7229","H813",13114,"Otros vertigos perifericos",1,9,3,9,10,17,6,23,24,14,30,13,25,27,36,22,27
"7230","H813",13119,"Otros vertigos perifericos",5,13,4,5,2,6,2,2,3,4,3,6,5,7,3,8,13
"7231","H813",13120,"Otros vertigos perifericos",4,2,4,7,6,6,4,3,8,5,13,4,4,11,13,16,5
"7232","H813",13122,"Otros vertigos perifericos",1,4,3,2,1,1,2,2,3,1,7,6,3,7,5,2,8
"7233","H813",13132,"Otros vertigos perifericos",1,1,1,3,3,3,6,7,6,6,8,5,7,10,13,9,8
"7234","H813",9101,"Otros vertigos perifericos",1,3,3,4,1,2,6,5,8,2,7,1,4,3,2,3,2
"7235","H814",8401,"Vertigo de origen central",4,13,6,14,11,12,3,6,5,5,4,3,6,5,4,3,2
"7236","H819",10101,"Trastorno de la funcion vestibular, no especificado",7,12,20,19,29,16,12,6,19,14,5,9,12,8,8,5,9
"7237","H819",10202,"Trastorno de la funcion vestibular, no especificado",6,5,7,6,7,9,14,8,2,7,6,3,2,4,3,1,4
"7238","H819",10301,"Trastorno de la funcion vestibular, no especificado",22,17,38,20,18,15,3,2,2,3,32,23,21,10,15,11,3
"7239","H819",11101,"Trastorno de la funcion vestibular, no especificado",3,8,8,8,13,5,7,7,2,4,6,1,4,5,8,7,3
"7240","H819",12101,"Trastorno de la funcion vestibular, no especificado",26,22,28,34,39,21,40,14,32,35,16,36,23,27,36,24,31
"7241","H819",12401,"Trastorno de la funcion vestibular, no especificado",8,12,11,13,6,6,7,2,4,5,3,3,12,7,5,7,3
"7242","H819",13101,"Trastorno de la funcion vestibular, no especificado",18,16,16,20,16,14,15,15,14,14,18,29,7,9,14,11,11
"7243","H819",13105,"Trastorno de la funcion vestibular, no especificado",4,3,13,7,5,3,8,6,10,5,4,10,11,3,6,8,1
"7244","H819",13107,"Trastorno de la funcion vestibular, no especificado",2,4,2,4,3,3,5,3,5,1,3,3,2,2,1,1,1
"7245","H819",13110,"Trastorno de la funcion vestibular, no especificado",9,8,10,16,9,12,15,14,10,20,10,18,17,9,1,8,11
"7246","H819",13112,"Trastorno de la funcion vestibular, no especificado",4,2,2,2,5,4,1,5,6,4,3,3,2,5,3,1,2
"7247","H819",13113,"Trastorno de la funcion vestibular, no especificado",12,12,12,12,8,7,17,7,9,6,4,11,3,3,3,2,3
"7248","H819",13114,"Trastorno de la funcion vestibular, no especificado",36,34,41,38,39,43,48,39,38,40,20,28,21,13,27,13,9
"7249","H819",13115,"Trastorno de la funcion vestibular, no especificado",8,3,9,9,9,8,12,13,11,6,9,4,3,5,6,10,4
"7250","H819",13119,"Trastorno de la funcion vestibular, no especificado",8,6,21,14,17,15,12,14,14,11,9,13,9,11,5,6,12
"7251","H819",13120,"Trastorno de la funcion vestibular, no especificado",19,6,9,13,13,12,16,8,9,17,9,7,3,9,5,7,4
"7252","H819",13122,"Trastorno de la funcion vestibular, no especificado",5,11,11,10,8,9,14,9,6,9,2,9,3,2,4,8,3
"7253","H819",13123,"Trastorno de la funcion vestibular, no especificado",19,12,18,15,13,22,17,15,16,13,11,6,3,9,5,5,3
"7254","H819",13126,"Trastorno de la funcion vestibular, no especificado",3,8,4,4,1,2,5,1,3,4,3,2,2,2,1,1,1
"7255","H819",13127,"Trastorno de la funcion vestibular, no especificado",2,11,9,6,4,4,6,3,7,10,1,5,6,5,5,2,2
"7256","H819",13130,"Trastorno de la funcion vestibular, no especificado",4,4,4,5,6,4,6,7,6,6,2,2,2,2,4,5,3
"7257","H819",13132,"Trastorno de la funcion vestibular, no especificado",10,14,16,8,13,16,14,11,15,14,12,13,7,9,6,6,10
"7258","H819",13201,"Trastorno de la funcion vestibular, no especificado",9,12,9,14,5,11,9,13,17,12,16,23,18,17,15,11,11
"7259","H819",13401,"Trastorno de la funcion vestibular, no especificado",2,5,3,2,10,5,11,8,8,10,7,9,12,5,3,10,3
"7260","H819",13501,"Trastorno de la funcion vestibular, no especificado",4,6,11,3,3,6,11,5,6,2,6,3,4,2,1,1,2
"7261","H819",2101,"Trastorno de la funcion vestibular, no especificado",39,32,44,41,47,45,49,27,26,13,18,12,14,6,5,6,9
"7262","H819",3101,"Trastorno de la funcion vestibular, no especificado",2,15,11,15,18,14,9,14,14,11,17,11,7,6,5,5,10
"7263","H819",4102,"Trastorno de la funcion vestibular, no especificado",5,5,8,3,7,4,1,1,1,11,8,6,1,2,1,2,1
"7264","H819",4302,"Trastorno de la funcion vestibular, no especificado",2,9,4,10,12,7,8,4,5,2,4,2,1,2,4,1,3
"7265","H819",5101,"Trastorno de la funcion vestibular, no especificado",16,28,29,36,28,14,22,22,15,25,24,21,15,12,18,16,13
"7266","H819",5109,"Trastorno de la funcion vestibular, no especificado",16,25,29,39,27,24,26,30,35,27,31,40,20,12,23,8,7
"7267","H819",5301,"Trastorno de la funcion vestibular, no especificado",2,10,4,6,11,10,8,4,3,6,9,3,5,3,1,5,3
"7268","H819",5601,"Trastorno de la funcion vestibular, no especificado",20,25,34,25,19,14,23,17,20,16,26,16,4,8,4,2,3
"7269","H819",5701,"Trastorno de la funcion vestibular, no especificado",5,4,7,6,8,5,10,2,5,2,3,1,1,6,2,1,4
"7270","H819",5703,"Trastorno de la funcion vestibular, no especificado",6,1,8,2,3,1,4,2,6,9,6,2,4,1,3,3,4
"7271","H819",6101,"Trastorno de la funcion vestibular, no especificado",11,9,22,17,25,23,17,8,15,12,15,10,11,9,5,3,8
"7272","H819",7101,"Trastorno de la funcion vestibular, no especificado",17,20,17,13,13,20,8,7,6,4,9,9,5,2,1,3,6
"7273","H819",7201,"Trastorno de la funcion vestibular, no especificado",10,3,11,11,5,6,8,12,4,3,9,3,7,2,1,3,2
"7274","H819",7401,"Trastorno de la funcion vestibular, no especificado",11,13,26,22,20,18,11,15,5,5,7,5,7,4,7,4,5
"7275","H819",8101,"Trastorno de la funcion vestibular, no especificado",26,12,14,13,20,39,22,14,12,15,17,15,15,10,9,9,12
"7276","H819",8102,"Trastorno de la funcion vestibular, no especificado",8,19,22,12,24,11,18,17,11,5,8,20,16,10,13,13,10
"7277","H819",8106,"Trastorno de la funcion vestibular, no especificado",3,6,4,11,15,2,4,6,5,4,5,8,4,3,3,4,6
"7278","H819",8108,"Trastorno de la funcion vestibular, no especificado",2,5,3,2,3,5,5,4,3,4,4,2,5,4,3,3,6
"7279","H819",8110,"Trastorno de la funcion vestibular, no especificado",25,23,30,25,40,29,25,17,6,14,25,16,19,12,8,6,4
"7280","H819",8111,"Trastorno de la funcion vestibular, no especificado",34,31,33,27,24,23,30,31,27,12,25,9,17,9,8,2,3
"7281","H819",8202,"Trastorno de la funcion vestibular, no especificado",7,8,12,24,12,9,8,10,10,19,20,12,5,4,2,5,3
"7282","H819",8203,"Trastorno de la funcion vestibular, no especificado",5,18,13,10,10,11,17,14,9,3,6,4,5,9,6,3,9
"7283","H819",8205,"Trastorno de la funcion vestibular, no especificado",8,8,1,12,18,17,25,20,13,6,6,2,4,4,5,1,2
"7284","H819",8301,"Trastorno de la funcion vestibular, no especificado",5,23,30,27,19,13,27,16,10,13,7,5,5,6,2,2,4
"7285","H819",8304,"Trastorno de la funcion vestibular, no especificado",21,30,13,20,8,5,16,17,14,4,6,5,8,2,2,1,7
"7286","H819",8305,"Trastorno de la funcion vestibular, no especificado",8,4,13,19,11,25,27,20,14,6,11,8,8,4,8,5,1
"7287","H819",8404,"Trastorno de la funcion vestibular, no especificado",9,9,8,8,7,3,3,3,2,3,3,3,1,2,1,3,4
"7288","H819",8407,"Trastorno de la funcion vestibular, no especificado",7,2,1,1,5,1,5,2,2,3,3,1,3,2,4,3,1
"7289","H819",8414,"Trastorno de la funcion vestibular, no especificado",8,12,7,4,4,5,8,9,8,11,6,3,3,4,6,1,2
"7290","H819",9101,"Trastorno de la funcion vestibular, no especificado",25,14,17,15,19,23,24,11,27,24,20,13,17,8,16,10,11
"7291","H819",9108,"Trastorno de la funcion vestibular, no especificado",4,3,5,10,4,7,3,5,4,4,4,1,3,3,1,2,1
"7292","H819",9109,"Trastorno de la funcion vestibular, no especificado",11,13,5,5,7,9,8,12,1,6,3,1,4,3,2,1,2
"7293","H819",9115,"Trastorno de la funcion vestibular, no especificado",12,10,8,20,12,13,21,15,5,7,4,4,7,6,3,4,3
"7294","H819",9120,"Trastorno de la funcion vestibular, no especificado",22,12,22,21,12,11,5,7,5,3,5,9,8,2,2,1,1
"7295","I050",13110,"Estenosis mitral",8,6,9,8,7,6,10,8,9,6,7,1,6,1,5,3,5
"7296","I050",13120,"Estenosis mitral",9,2,2,5,4,6,2,8,4,5,3,2,5,1,2,3,2
"7297","I050",13122,"Estenosis mitral",6,3,3,6,3,4,2,4,1,6,2,1,1,3,1,3,1
"7298","I050",13201,"Estenosis mitral",12,7,8,5,9,10,3,10,13,7,7,12,4,4,13,5,8
"7299","I050",2101,"Estenosis mitral",14,11,10,11,10,6,11,5,6,6,5,5,2,4,3,2,2
"7300","I050",5101,"Estenosis mitral",8,7,7,12,5,5,1,2,6,7,7,5,10,2,5,2,1
"7301","I050",5109,"Estenosis mitral",6,13,11,16,17,15,7,4,8,6,8,15,14,16,2,1,2
"7302","I050",8101,"Estenosis mitral",6,2,5,6,3,2,3,5,3,9,4,5,4,2,1,4,8
"7303","I059",13124,"Enfermedad valvular mitral, no especificada",1,2,5,1,5,7,6,4,2,2,4,3,7,5,1,2,2
"7304","I059",5101,"Enfermedad valvular mitral, no especificada",14,7,13,8,5,1,2,3,4,11,1,3,3,6,2,2,1
"7305","I059",8101,"Enfermedad valvular mitral, no especificada",1,3,8,6,1,4,1,4,5,3,2,9,2,1,1,4,1
"7306","I080",10301,"Trastornos de las valvulas mitral y aortica",2,1,4,1,1,1,8,2,3,2,1,2,3,2,6,2,3
"7307","I110",13101,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",11,18,9,14,15,18,8,9,11,13,15,23,31,40,15,20,10
"7308","I110",13113,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",8,19,8,6,5,5,7,2,3,6,2,3,11,10,4,6,1
"7309","I110",13114,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",24,29,18,18,14,13,16,5,4,10,2,13,21,21,23,8,11
"7310","I110",13115,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",5,8,4,1,4,4,4,1,3,1,2,9,1,3,2,2,2
"7311","I110",13118,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",32,26,22,15,11,9,8,2,6,6,7,10,8,11,17,5,5
"7312","I110",13119,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",3,6,12,5,6,2,3,5,4,3,11,8,21,33,4,7,7
"7313","I110",13120,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",43,40,31,26,24,17,11,4,12,17,6,12,16,20,20,6,10
"7314","I110",13122,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",47,45,31,23,9,14,7,5,13,12,12,18,18,15,24,19,8
"7315","I110",13123,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",19,24,15,14,11,15,7,6,6,9,4,2,5,14,19,8,8
"7316","I110",13126,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",1,4,1,4,2,3,7,3,1,5,4,5,1,5,3,1,1
"7317","I110",13127,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",2,5,8,7,6,2,2,2,3,3,1,1,5,1,2,4,3
"7318","I110",5101,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",88,37,17,24,13,18,23,33,31,33,35,52,64,62,133,111,92
"7319","I110",6101,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",31,12,11,17,30,38,21,17,30,32,81,83,87,54,43,27,37
"7320","I110",6115,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",8,9,8,4,1,16,2,3,4,2,8,4,2,4,3,1,3
"7321","I110",6310,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",6,3,7,2,2,6,10,8,4,3,6,3,4,3,6,12,2
"7322","I110",7401,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",20,26,20,27,20,19,46,33,42,26,48,31,35,38,33,22,25
"7323","I110",7402,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",2,4,2,7,2,2,4,7,5,3,9,9,11,11,11,9,5
"7324","I110",7403,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",1,7,2,15,7,4,12,12,21,13,17,10,11,6,13,5,11
"7325","I110",8106,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",16,28,29,33,24,23,18,22,21,22,34,32,31,19,29,8,4
"7326","I110",8306,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",6,1,12,7,13,12,6,8,5,1,3,5,3,6,7,16,3
"7327","I110",9101,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",39,24,36,31,19,26,28,29,16,13,29,6,26,21,17,9,7
"7328","I110",9111,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",14,19,19,22,10,12,14,5,8,11,14,4,18,15,5,8,16
"7329","I110",9119,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",9,3,14,2,5,1,3,2,17,4,2,1,6,4,1,1,11
"7330","I110",9120,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",2,5,13,6,1,10,3,2,3,7,7,7,4,5,2,2,2
"7331","I119",10101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",50,30,28,31,33,27,37,75,44,45,45,42,61,5,4,2,2
"7332","I119",10202,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",6,3,4,6,5,4,5,7,2,6,4,2,4,2,4,4,2
"7333","I119",10301,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",13,18,8,19,21,21,10,5,10,2,2,19,22,8,2,7,8
"7334","I119",12101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",23,15,28,29,23,20,24,19,29,23,10,9,2,4,2,28,12
"7335","I119",13101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",23,13,20,13,18,21,10,16,11,12,11,4,11,5,7,3,4
"7336","I119",13103,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",6,11,9,20,5,14,12,12,8,3,10,8,8,9,5,1,3
"7337","I119",13110,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",5,14,13,8,16,8,4,3,7,2,6,1,4,4,1,2,1
"7338","I119",13114,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",8,12,14,9,13,7,7,11,4,10,6,4,9,1,5,7,5
"7339","I119",13119,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",5,21,17,21,12,4,5,3,4,3,2,4,7,1,1,1,1
"7340","I119",13122,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",3,5,3,6,6,2,1,3,1,4,1,2,1,2,5,3,1
"7341","I119",13124,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",14,14,20,15,13,24,15,9,6,8,7,7,2,1,3,6,8
"7342","I119",13126,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",6,12,18,8,9,16,8,9,5,2,6,9,14,11,3,4,2
"7343","I119",13128,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",3,6,8,8,5,12,7,6,3,3,8,3,4,12,4,6,3
"7344","I119",13130,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",3,6,12,4,7,10,4,9,4,6,6,3,1,7,2,3,3
"7345","I119",13201,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",11,6,6,8,5,12,6,3,6,7,1,3,4,1,2,2,1
"7346","I119",13401,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",1,11,16,13,11,7,8,11,19,6,9,17,10,3,7,1,3
"7347","I119",13501,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",4,7,10,6,18,18,8,8,10,8,23,7,3,5,4,7,9
"7348","I119",2101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",192,199,149,156,145,136,88,74,95,86,60,53,50,47,41,30,20
"7349","I119",2201,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",8,9,7,13,11,6,4,5,11,4,4,1,4,5,4,3,5
"7350","I119",5101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",88,68,91,99,58,23,53,49,47,69,34,42,36,39,34,31,41
"7351","I119",5102,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",3,6,3,1,3,52,1,1,2,2,2,1,2,3,1,2,2
"7352","I119",5109,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",46,52,40,42,41,52,48,59,36,40,32,19,28,20,7,7,4
"7353","I119",5601,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",2,11,9,10,6,2,33,37,31,20,6,9,7,3,2,3,4
"7354","I119",6101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",12,14,14,10,8,15,13,8,13,11,6,8,4,6,5,8,7
"7355","I119",7101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",4,6,12,7,8,4,4,5,3,5,7,1,3,1,3,5,2
"7356","I119",8101,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",10,9,19,15,13,25,11,10,6,4,6,4,2,6,6,1,5
"7357","I119",8110,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",19,19,24,29,13,8,12,10,10,10,11,11,12,9,7,4,6
"7358","I119",8301,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",3,4,5,20,18,28,17,16,24,22,33,8,8,3,9,43,13
"7359","I120",13114,"Enfermedad renal hipertensiva con insuficiencia renal",11,18,7,6,8,8,1,6,3,8,1,4,2,3,1,2,2
"7360","I120",5101,"Enfermedad renal hipertensiva con insuficiencia renal",25,8,15,11,6,6,10,5,6,20,21,13,10,31,38,50,51
"7361","I200",10101,"Angina inestable",8,8,41,54,39,37,55,33,51,69,73,89,117,79,82,83,61
"7362","I200",10109,"Angina inestable",5,7,14,14,21,15,11,21,25,15,13,22,18,18,28,17,12
"7363","I200",10201,"Angina inestable",6,8,14,12,13,9,3,10,12,6,12,4,7,1,18,16,10
"7364","I200",10202,"Angina inestable",3,7,5,11,8,2,12,17,11,7,7,6,12,10,14,10,19
"7365","I200",10301,"Angina inestable",80,65,59,97,96,86,58,32,35,43,40,51,59,45,43,35,76
"7366","I200",10303,"Angina inestable",10,8,10,15,13,13,3,7,5,13,14,20,15,5,1,5,4
"7367","I200",10305,"Angina inestable",1,3,5,10,1,3,3,2,8,7,2,7,1,5,4,1,5
"7368","I200",1101,"Angina inestable",133,120,192,125,62,85,129,97,77,156,166,181,153,100,69,73,45
"7369","I200",11101,"Angina inestable",5,9,12,4,2,2,2,4,5,5,7,8,9,2,10,14,13
"7370","I200",12101,"Angina inestable",53,54,40,36,33,33,28,23,27,27,27,21,20,27,34,16,26
"7371","I200",12401,"Angina inestable",1,1,2,5,2,1,5,10,19,23,22,12,10,21,8,3,18
"7372","I200",13101,"Angina inestable",82,85,95,92,96,113,134,105,137,143,93,90,101,106,142,115,125
"7373","I200",13102,"Angina inestable",6,7,22,25,36,31,33,33,36,39,29,25,27,16,32,20,22
"7374","I200",13103,"Angina inestable",14,26,36,14,25,23,16,13,13,12,15,9,8,10,15,7,7
"7375","I200",13104,"Angina inestable",11,16,15,15,19,25,17,11,16,15,6,17,23,20,26,17,17
"7376","I200",13105,"Angina inestable",15,30,35,54,27,40,36,29,23,38,41,46,40,41,34,37,29
"7377","I200",13106,"Angina inestable",17,24,29,31,41,63,84,65,82,89,54,38,33,46,59,66,60
"7378","I200",13107,"Angina inestable",2,5,7,10,10,9,6,9,18,6,5,11,10,14,7,7,10
"7379","I200",13108,"Angina inestable",7,13,9,12,10,19,15,14,11,13,4,11,10,10,18,13,9
"7380","I200",13109,"Angina inestable",11,20,16,30,14,5,8,26,31,34,25,23,16,17,28,23,20
"7381","I200",13110,"Angina inestable",54,72,78,67,86,110,153,149,190,142,131,126,158,137,106,68,85
"7382","I200",13111,"Angina inestable",15,18,29,33,31,24,64,58,72,50,88,64,73,47,89,48,21
"7383","I200",13112,"Angina inestable",8,30,27,36,36,34,54,57,75,74,106,88,118,98,95,57,34
"7384","I200",13113,"Angina inestable",30,41,40,33,17,23,17,9,15,20,7,20,14,10,12,13,7
"7385","I200",13114,"Angina inestable",100,128,112,90,74,64,87,65,65,53,39,44,67,61,62,45,74
"7386","I200",13115,"Angina inestable",15,13,19,11,13,15,20,16,18,8,13,15,6,6,13,14,10
"7387","I200",13116,"Angina inestable",4,6,12,39,6,6,17,7,4,14,23,26,22,20,21,31,11
"7388","I200",13117,"Angina inestable",8,18,26,27,12,11,13,4,14,7,13,11,8,11,14,9,9
"7389","I200",13118,"Angina inestable",41,39,33,35,37,32,27,17,22,8,12,14,16,19,22,24,17
"7390","I200",13119,"Angina inestable",47,32,80,87,106,135,158,107,170,182,176,109,120,95,98,111,114
"7391","I200",13120,"Angina inestable",63,72,79,58,52,43,54,28,39,34,35,30,39,32,42,27,32
"7392","I200",13121,"Angina inestable",9,13,24,43,14,10,19,12,17,18,23,34,24,25,32,37,18
"7393","I200",13122,"Angina inestable",44,60,63,47,43,64,71,30,19,17,19,36,30,10,33,20,30
"7394","I200",13123,"Angina inestable",61,57,74,64,46,41,42,36,43,27,25,26,38,34,21,23,40
"7395","I200",13124,"Angina inestable",32,24,34,23,23,10,17,17,21,12,11,17,11,13,16,21,22
"7396","I200",13125,"Angina inestable",4,4,3,10,9,14,15,7,8,9,3,6,7,10,14,10,10
"7397","I200",13126,"Angina inestable",37,29,34,39,25,17,12,11,15,23,5,8,9,8,7,21,16
"7398","I200",13127,"Angina inestable",11,28,20,20,23,38,19,22,21,16,8,19,18,32,30,16,20
"7399","I200",13128,"Angina inestable",10,27,19,18,19,17,15,11,11,6,9,18,8,16,19,14,13
"7400","I200",13129,"Angina inestable",5,14,20,42,17,8,14,5,11,14,20,21,19,27,25,31,19
"7401","I200",13130,"Angina inestable",22,16,18,36,10,14,11,7,12,12,17,31,11,17,31,22,16
"7402","I200",13131,"Angina inestable",15,21,17,17,19,26,34,45,64,50,88,68,46,60,75,34,32
"7403","I200",13132,"Angina inestable",27,42,31,43,12,31,27,32,17,14,12,15,13,17,16,13,12
"7404","I200",13201,"Angina inestable",36,50,78,64,118,140,225,250,252,222,147,219,250,280,218,142,144
"7405","I200",13401,"Angina inestable",14,73,77,54,34,45,64,56,46,66,99,75,108,65,41,44,31
"7406","I200",13402,"Angina inestable",4,4,8,8,8,4,7,6,7,10,5,17,21,24,14,14,6
"7407","I200",13404,"Angina inestable",3,5,4,4,5,3,6,4,2,4,6,9,10,9,9,11,6
"7408","I200",13501,"Angina inestable",28,17,14,13,13,10,22,17,22,25,10,14,15,14,23,9,17
"7409","I200",13601,"Angina inestable",11,7,11,13,5,8,9,11,12,7,10,3,5,4,15,9,8
"7410","I200",13604,"Angina inestable",6,2,3,8,5,3,5,1,1,5,3,3,4,6,6,2,4
"7411","I200",13605,"Angina inestable",6,7,7,7,5,10,1,1,7,8,2,2,11,7,7,1,7
"7412","I200",2101,"Angina inestable",62,128,93,91,108,66,66,62,90,86,99,64,36,37,47,77,74
"7413","I200",2104,"Angina inestable",2,2,4,8,2,1,5,5,11,4,4,10,5,1,6,9,7
"7414","I200",2201,"Angina inestable",13,32,28,37,25,29,40,27,42,59,59,109,79,72,99,137,90
"7415","I200",2301,"Angina inestable",62,60,21,19,44,27,20,36,50,28,18,21,19,8,16,39,57
"7416","I200",3101,"Angina inestable",19,45,56,44,52,62,51,24,25,58,96,68,53,46,56,53,50
"7417","I200",3301,"Angina inestable",5,6,7,14,11,7,4,5,5,2,5,1,5,6,10,7,10
"7418","I200",4101,"Angina inestable",6,19,14,31,34,30,35,51,43,31,50,38,31,27,29,36,29
"7419","I200",4102,"Angina inestable",16,13,19,46,36,27,53,40,43,33,43,51,41,87,41,43,28
"7420","I200",4106,"Angina inestable",1,3,2,2,5,5,9,10,17,16,11,7,14,11,18,11,9
"7421","I200",4301,"Angina inestable",15,9,7,16,32,24,19,14,15,18,27,23,24,16,15,20,30
"7422","I200",4303,"Angina inestable",2,3,1,4,5,7,4,4,2,1,2,2,3,3,2,2,7
"7423","I200",5101,"Angina inestable",178,194,169,185,174,84,99,86,125,93,147,70,64,74,66,63,61
"7424","I200",5102,"Angina inestable",4,16,8,8,5,138,3,4,8,5,11,2,9,2,3,2,3
"7425","I200",5103,"Angina inestable",3,5,6,7,6,11,4,12,2,4,2,8,7,2,7,1,4
"7426","I200",5107,"Angina inestable",2,4,6,8,5,2,3,6,6,3,10,2,5,7,4,3,2
